date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-05-26,15,11,20.8,2.9,,216,18.2,,1015.7,
2022-05-27,18,12.3,23.4,0,,252,16.2,,1013.8,
2022-05-28,18.9,15.4,22.7,0.2,,274,14.6,,1010.5,
2022-05-29,14.8,12.6,17.4,11.9,,38,9.7,,1014.1,
2022-05-30,19.3,11,27,0.1,,101,9.7,,1014.7,
2022-05-31,20.8,14.4,26.9,1.6,,66,6,,1014.1,
2022-06-01,21.9,15.7,27.1,0,,43,6.7,,1014.9,
2022-06-02,22.4,15.9,29.6,2.6,,105,7.2,,1016.4,
2022-06-03,22.7,18.1,28.1,1.3,,345,10.2,,1017.4,
2022-06-04,21.7,16.7,25.9,0,,23,13.8,,1017.8,
2022-06-05,20.4,17.1,25.9,1,,23,13.1,,1013.5,
2022-06-06,20.2,14.9,25,0,,25,14.9,,1014.8,
2022-06-07,20.5,14.5,25.3,0,,36,10.7,,1015.7,
2022-06-08,21.7,14.2,27.6,0,,76,8.6,,1013.2,
2022-06-09,22.2,15.8,27.5,0,,76,11.2,,1011.3,
2022-06-10,23.1,16.9,29.1,0,,97,10.9,,1012.8,
2022-06-11,23.9,16,29.8,0,,85,8.1,,1013.6,
2022-06-12,23.4,16.6,29.5,0.1,,37,10.9,,1010.3,
2022-06-13,23.2,17.8,28.4,0,,38,9.1,,1009.8,
2022-06-14,24.1,18.4,30,0.4,,222,7.3,,1009.8,
2022-06-15,20.5,15.9,24.8,6.5,,340,19.2,,1014.4,
2022-06-16,19.6,14.7,23.6,0,,314,10.6,,1017.6,
2022-06-17,20.7,14,25.2,0,,244,6.1,,1016.6,
2022-06-18,19.9,15.9,23.7,0.9,,269,6.8,,1015,
2022-06-19,21.9,15.6,27.6,0,,341,6.6,,1016.8,
2022-06-20,24.3,18,29.5,0,,235,8.2,,1013.4,
2022-06-21,25.2,17.7,30.9,0,,241,12.7,,1003.4,
2022-06-22,17.8,13.1,21.1,2.7,,283,15,,1000,
2022-06-23,16.8,11,22.1,0.2,,355,7,,1003,
2022-06-24,18.1,13.9,22.9,6,,13,11.3,,1007.4,
2022-06-25,20.3,15.3,25.5,0.9,,47,11.6,,1011.7,
2022-06-26,22.4,16.4,27.5,0,,42,13.5,,1014.3,
2022-06-27,24.8,19.5,30.2,0,,43,18.1,,1015.2,
2022-06-28,24.8,18.2,30.7,0,,39,14.5,,1015.1,
2022-06-29,26.1,20.1,31.3,0,,44,11.6,,1015,
2022-06-30,22.1,19.2,24.8,0.8,,76,10.3,,1015,
2022-07-01,23.1,16.9,28.1,0,,2,12.3,,1014.8,
2022-07-02,20.4,16.1,24.3,0,,18,14.5,,1018.6,
2022-07-03,22,15,27.9,0,,357,10.4,,1018.1,
2022-07-04,24.7,18.1,29.8,0,,345,8.5,,1016,
2022-07-05,26.2,19.6,31.2,0,,8,7.2,,1014.8,
2022-07-06,27.4,20,32.6,0,,127,8.9,,1013.2,
2022-07-07,27.7,21.5,32.9,0,,134,7.7,,1012,
2022-07-08,26.9,20.2,32.2,0,,77,7.5,,1011.5,
2022-07-09,27,20.8,31.8,0,,75,8.4,,1008.3,
2022-07-10,23.9,19.9,28.5,3.9,,359,11.3,,1004,
2022-07-11,20.4,17.1,23.6,14.2,,292,12.5,,1004.8,
2022-07-12,19.1,14.6,23.5,0,,242,11.6,,1014.3,
2022-07-13,20.1,13.1,24.9,0,,216,12.6,,1013.3,
2022-07-14,18.7,15,23.1,2.8,,269,17.6,,1011.1,
2022-07-15,22.7,15.4,28.8,0,,207,8.3,,1013.4,
2022-07-16,21.8,18.6,25.5,5.2,,6,8.9,,1013.8,
2022-07-17,20.5,15.8,25.7,0.3,,353,9.2,,1014.9,
2022-07-18,18.4,14.6,23,0,,321,17.1,,1018.5,
2022-07-19,19.5,14.3,24.2,0,,327,8.7,,1020.3,
2022-07-20,21.1,15,26,6,,306,10,,1015.5,
2022-07-21,18.9,14.4,22.6,0.8,,316,18.5,,1010.2,
2022-07-22,19.5,16.6,23.9,1,,324,17.6,,1009.1,
2022-07-23,20.3,15.2,25.4,0.9,,344,17,,1012.6,
2022-07-24,22.8,17.2,28.2,0,,343,11.2,,1012.8,
2022-07-25,21,17.8,23.2,4.4,,336,8.6,,1009.8,
2022-07-26,20.1,17,23.4,4.8,,328,11.1,,1009,
2022-07-27,22.3,16.6,27.1,0.3,,357,5.8,,1010.3,
2022-07-28,24.4,18.5,29.6,0,,343,8.3,,1014.1,
2022-07-29,23.3,19.4,27.4,0,,5,14.9,,1017.6,
2022-07-30,22.8,17.5,28.1,0,,30,12.7,,1016.8,
2022-07-31,23.8,17.4,29.6,0,,51,13.3,,1012.8,
2022-08-01,22.5,18.7,26.6,15.8,,70,14.8,,1009.3,
2022-08-02,20.9,18.6,25.7,10.4,,85,7,,1007.5,
2022-08-03,20.4,17.3,23.9,9,,306,3.6,,1010.1,
2022-08-04,21.2,18,25.5,7.9,,79,5.5,,1012.4,
2022-08-05,21.6,17.7,25.7,1.1,,76,5.5,,1013.3,
2022-08-06,23.7,19.4,28.7,1.3,,65,11.1,,1013.9,
2022-08-07,24.2,18.6,29.9,0,,53,10.5,,1013.8,
2022-08-08,24.7,18.4,31.6,0,,27,7.9,,1016.2,
2022-08-09,24.8,19.3,31.6,0,,8,10,,1016.5,
2022-08-10,24.4,19.6,30.4,0,,4,13.7,,1013.7,
2022-08-11,26.4,22.3,30.9,0,,50,17.4,,1011.5,
2022-08-12,24.5,20.1,28.1,2.6,,70,19,,1012.9,
2022-08-13,25.8,21.8,30.7,0,,82,16.1,,1011.7,
2022-08-14,26.4,22.3,31.5,0,,73,18.7,,1008.7,
2022-08-15,26.5,21.6,32.2,0.5,,80,17.2,,1007,
2022-08-16,22.5,20.3,25.7,11.1,,89,10.9,,1009,
2022-08-17,23.2,18.5,27.7,0.1,,218,4.8,,1009,
2022-08-18,23.1,18.6,27.8,0.4,,217,6.4,,1008.6,
2022-08-19,22.6,19.2,27.9,4.6,,46,5.5,,1009.7,
2022-08-20,22.1,19.4,27.1,14.9,,71,7.9,,1011.6,
2022-08-21,23,18.2,28.6,0,,86,11.5,,1011.1,
2022-08-22,24.2,20.4,28.9,0,,92,16.2,,1011.3,
2022-08-23,25.4,20.6,30.7,0,,90,20.1,,1015.4,
2022-08-24,25.4,21.5,30.5,0,,76,19.3,,1017.4,
2022-08-25,25.4,20.7,30.9,0,,71,20,,1015,
2022-08-26,23.3,20.6,26.2,0.9,,73,16.3,,1012.5,
2022-08-27,24.9,21,29.7,0,,104,13.3,,1010.3,
2022-08-28,23.4,19.2,29.1,5.8,,175,7.9,,1010.7,
2022-08-29,23.8,17.4,30.6,0,,296,5.9,,1013.7,
2022-08-30,25.2,19.1,31.6,0,,266,7,,1014.7,
2022-08-31,23.8,20.1,29.1,4.3,,353,9.2,,1012.9,
2022-09-01,20.7,17.3,23.9,0,,354,15.7,,1012.7,
2022-09-02,17.4,13.6,21.2,0,,14,13.5,,1019.1,
2022-09-03,17.2,13.1,21.8,1.6,,47,17.1,,1019.1,
2022-09-04,13.9,11.2,16.6,4.3,,19,18.6,,1019.8,
2022-09-05,14.1,8.7,18.7,0,,324,10.2,,1022.1,
2022-09-06,12.5,8.8,15.5,0,,333,13.7,,1021.6,
2022-09-07,12.2,7.4,15.7,0,,332,8.1,,1022.5,
2022-09-08,14.5,8.6,20.6,0.4,,233,10.6,,1020.2,
2022-09-09,15.8,10.5,20.2,0,,49,10.7,,1021.2,
2022-09-10,14.6,10.4,19.1,2,,105,16.7,,1022,
2022-09-11,14.9,12.4,18,0.2,,118,14.1,,1013.8,
2022-09-12,15.2,11.4,19.8,2.4,,356,4.3,,1006.8,
2022-09-13,13.8,10.9,17.6,2.4,,275,9.7,,1004.7,
2022-09-14,14.5,10.9,18.1,1.7,,263,15.2,,1008.7,
2022-09-15,17.7,14.2,22.7,0.9,,208,15.5,,1006.5,
2022-09-16,18.4,15.4,23.3,3.5,,238,10.7,,1002.9,
2022-09-17,17.4,12.5,21.5,5.6,,165,10.3,,1005.8,
2022-09-18,21,14.7,26.5,1.9,,195,23,,999.3,
2022-09-19,13.9,9.9,18.2,0,,240,18,,1009.9,
2022-09-20,13.3,9.9,16.9,3.3,,140,8.1,,1012.1,
2022-09-21,11.2,7.5,15.2,0,,242,12.5,,1012,
2022-09-22,11.4,5.9,15.8,0,,316,6.5,,1013.3,
2022-09-23,12.2,9.1,16,0,,318,10.6,,1012.4,
2022-09-24,9.5,6.7,13.3,1.1,,261,12.5,,1013,
2022-09-25,11.1,6.9,16,0,,257,16.9,,1016.6,
2022-09-26,15.2,10.9,20.1,0,,196,12.6,,1014.3,
2022-09-27,15.6,14.2,17,1.4,,166,15.2,,1006.2,
2022-09-28,16.5,14.3,19.5,2.3,,234,8.3,,1001.8,
2022-09-29,15.7,10.9,20.8,0.4,,187,6.9,,1010,
2022-09-30,17.9,15,22.9,7.1,,163,15.9,,1014.6,
2022-10-01,18.6,14.7,24.7,0,,208,11.9,,1016.6,
2022-10-02,16.4,12.2,18.4,24.4,,193,17.2,,1004.8,
2022-10-03,12.9,10.7,16.2,0,,238,21.8,,1006,
2022-10-04,12,8.7,15.5,0,,234,14.6,,1013,
2022-10-05,11.2,7.5,15.9,0,,266,12.9,,1022.6,
2022-10-06,12.6,8.2,17.9,0,,245,10.2,,1025.8,
2022-10-07,13.3,9.7,18.3,0,,351,13.2,,1026,
2022-10-08,13.2,8.7,18.8,0,,59,13.1,,1023.9,
2022-10-09,13.9,9.7,17.5,0,,45,9.4,,1017.6,
2022-10-10,11.4,9.5,13.7,1.9,,322,23.9,,1017.1,
2022-10-11,10.7,8.4,13.6,1.4,,317,21.5,,1019.5,
2022-10-12,10,4.4,15.1,0,,296,8.7,,1022.9,
2022-10-13,9.6,6,12.7,0,,344,10.2,,1024.4,
2022-10-14,8.8,5.3,11.9,0,,23,8.5,,1024.5,
2022-10-15,7,3.5,11.2,0,,76,10.5,,1026.3,
2022-10-16,7,2.4,12.8,0,,62,11.6,,1029.7,
2022-10-17,7.5,2.1,13.5,0,,43,6,,1033.8,
2022-10-18,9.7,3.6,16.7,0,,233,10.1,,1030.1,
2022-10-19,11.3,7,16.5,3.6,,250,14.5,,1014.8,
2022-10-20,6.1,2.2,9.7,14.3,,307,21.1,,1011.4,
2022-10-21,7.1,5.2,8.8,0,,326,15.9,,1023.3,
2022-10-22,7.1,2.3,12.2,0,,192,12.4,,1025.4,
2022-10-23,10,8.9,11.1,14.3,,178,15.9,,1016,
2022-10-24,10.8,9.2,13.3,0.3,,307,16.9,,1017.8,
2022-10-25,12.2,9.5,16.3,1.3,,188,10.9,,1019,
2022-10-26,11.9,10.1,14.2,24.8,,236,19.2,,1013.7,
2022-10-27,10.8,8.8,13.2,0.4,,312,19.6,,1020.9,
2022-10-28,9.9,8.2,11.9,0,,317,11.7,,1026.6,
2022-10-29,11.1,8.2,14.9,0.7,,223,13.3,,1023.4,
2022-10-30,12.2,9.7,15.7,0,,273,20.1,,1014.1,
2022-10-31,7.3,2.8,10.5,0.2,,311,21.3,,1014.2,
2022-11-01,3.9,1.3,7.4,0,,303,11.3,,1021.1,
2022-11-02,7.2,2.6,11.7,6.3,,221,6.8,,1017.1,
2022-11-03,5.8,2.3,8.2,2.8,,302,6.1,,1016.9,
2022-11-04,6,3.2,9.1,1.1,,318,8.1,,1017.1,
2022-11-05,6.2,2.1,9.8,1.5,,53,7.4,,1021.4,
2022-11-06,3.8,0.4,7.4,0,,101,10.7,,1027.9,
2022-11-07,3.4,0.6,6.6,0,,106,8.8,,1026.3,
2022-11-08,2.6,-0.8,7.3,0,,102,5.3,,1023.8,
2022-11-09,3.3,-0.5,6.5,0,,44,4.3,,1026.1,
2022-11-10,3.7,-0.5,7.5,0,,143,7.5,,1028.4,
2022-11-11,4.8,3.5,7.2,0,,162,6.9,,1029.5,
2022-11-12,6.7,2.2,10.9,0,,254,12.5,,1030.2,
2022-11-13,8.7,6.5,11.3,0,,299,18.6,,1025.2,
2022-11-14,5.1,2.9,7.5,0,,348,12.4,,1026,
2022-11-15,2.5,-1.4,5.9,0,,177,8.7,,1022.8,
2022-11-16,6.1,3.1,7.7,2.4,,184,12.2,,1009.3,
2022-11-17,6.3,2.9,8.2,16.2,,312,11.9,,1000.8,
2022-11-18,1.2,-0.9,2.5,1.6,,309,11.4,,1006.9,
2022-11-19,6.8,2,13.1,17.3,,200,22,,1009.2,
2022-11-20,4,0.9,10.6,7.8,,79,13.5,,1018,
2022-11-21,11,7.4,13.2,4.4,,187,13.3,,1008.7,
2022-11-22,6.8,1.9,12.2,0.2,,262,16.9,,1007.1,
2022-11-23,2.7,0.1,5.9,0,,223,11.4,,1014.4,
2022-11-24,5.4,2.1,9.3,0,,98,12.4,,1011.5,
2022-11-25,6.3,4.5,8.5,0.3,,83,12.1,,1011.7,
2022-11-26,5.6,4.2,6.5,2.1,,61,11.1,,1018.7,
2022-11-27,3.8,3.5,4.3,1,,44,6.7,,1024.7,
2022-11-28,3.2,1.1,4.2,0,,92,10.9,,1028.2,
2022-11-29,0.9,-1.1,2.9,0,,81,17,,1029.4,
2022-11-30,-0.4,-1.9,1.6,0.1,,94,18.5,,1029.6,
2022-12-01,-0.4,-2.4,2,0,,95,18.8,,1030,
2022-12-02,-0.2,-1.6,1.1,0,,92,19.5,,1028.8,
2022-12-03,-2,-5.2,0.2,0,,80,20.4,,1034.5,
2022-12-04,-5.3,-6.8,-2.3,0,,84,17.8,,1039.9,
2022-12-05,-6.1,-8.6,-2.1,0,,87,15,,1037.9,
2022-12-06,-4.4,-7.7,-0.3,0,,103,15.1,,1030.8,
2022-12-07,-3.1,-4.3,-1.4,0.6,,121,16.6,,1023.1,
2022-12-08,0,-1.4,1.1,16.6,,151,16.4,,1020.6,
2022-12-09,2.9,1.1,3.7,2.8,,160,17.9,,1017.7,
2022-12-10,6.3,3.5,8.5,0.7,,169,18.3,,1012.8,
2022-12-11,9,7.9,10.1,2.8,,159,24.8,,1007.1,
2022-12-12,7.9,2.3,9.5,4.2,,170,23,,1004.3,
2022-12-13,0.9,-0.8,2.5,11.5,,349,12.1,,1007.4,
2022-12-14,-2.2,-9.3,-0.3,0,,256,11,,1019.2,
2022-12-15,-2.5,-10.3,0.4,2.7,,114,12.6,,1020.1,
2022-12-16,0.6,-3.9,2.6,0,,106,9.6,,1020.3,
2022-12-17,8.2,2.8,11.5,1.1,,179,20.2,,1015.9,
2022-12-18,2.5,-3.3,11,0.1,,301,21.4,,1023.5,
2022-12-19,-4.1,-5.4,-2.6,0,,337,18.5,,1037.9,
2022-12-20,-3.4,-7.1,0.5,0,,226,10.5,,1036.3,
2022-12-21,0.3,-1.1,2,0,,212,11.9,,1024.4,
2022-12-22,1.7,-0.4,3.2,0,,197,15.8,,1020.6,
2022-12-23,3,2,4.2,0.3,,170,15.7,,1016.8,
2022-12-24,4.1,3.2,5.5,1.5,,165,11.7,,1014.5,
2022-12-25,3.5,2.7,4.7,0.3,,96,8.1,,1017.9,
2022-12-26,2.6,1,3.9,0.3,,339,9,,1023.6,
2022-12-27,2.7,0.6,5.5,9.3,,204,14,,1018.7,
2022-12-28,1.4,-1.9,4.5,0.5,,303,20.7,,1021.3,
2022-12-29,1.1,-2.2,3.9,0,,216,14.9,,1026.4,
2022-12-30,5.1,2.8,7.2,0,,209,16.8,,1023.1,
2022-12-31,3.2,0.5,6.7,0,,252,9.6,,1026.1,
2023-01-01,5.6,2.3,8.6,0.5,,231,18.1,,1025,
2023-01-02,6.5,2.4,11.3,0,,250,12.1,,1025.9,
2023-01-03,6.5,3.4,10,0,,237,16.1,,1021.4,
2023-01-04,3.9,-1.1,7.2,0,,311,17.1,,1022.4,
2023-01-05,3,-1.3,5.3,3.5,,226,20.6,,1012.1,
2023-01-06,2.1,-7.1,5.6,2,,308,20.1,,1009.5,
2023-01-07,-8.8,-11.1,-7,0,,20,10.7,,1027.9,
2023-01-08,-9.9,-12.3,-6.6,0,,95,8.2,,1033.8,
2023-01-09,-6.5,-10.3,-1.9,0,,139,16,,1032,
2023-01-10,-6.5,-9.4,-3.7,0,,116,24.1,,1030.7,
2023-01-11,-7.1,-9.9,-3.1,0,,106,21,,1032.2,
2023-01-12,-3.8,-6.5,1.1,0,,106,15.7,,1028.1,
2023-01-13,-2.4,-4.8,-0.1,0,,104,11.1,,1025.4,
2023-01-14,-1.3,-2.9,0.3,0,,64,9.7,,1024.2,
2023-01-15,-2,-3.1,-0.7,0,,27,8.7,,1022.9,
2023-01-16,-1.5,-5.2,1.2,0,,171,12,,1019.5,
2023-01-17,2.5,-1.1,5.2,0.5,,151,23.4,,1014.5,
2023-01-18,5.6,3.9,7.4,4.1,,159,28,,1013.5,
2023-01-19,6.4,4.4,10.9,0,,164,25.3,,1017,
2023-01-20,3.6,0.6,7.4,0,,137,21.2,,1019.5,
2023-01-21,0.9,-3,5.5,0,,122,17,,1022.6,
2023-01-22,-0.8,-4.2,2,0,,65,12,,1031,
2023-01-23,-0.6,-3.3,2.6,0,,66,12.7,,1033.7,
2023-01-24,-1.6,-3.2,1.4,0,,80,11.1,,1035,
2023-01-25,-2.4,-4.3,1.3,0,,12,8.3,,1031.9,
2023-01-26,-3.3,-5.8,1.5,0,,26,7.2,,1027.6,
2023-01-27,-3,-6.6,0.6,0,,67,9.8,,1021.9,
2023-01-28,-2.3,-5,1,0.1,,54,14.4,,1016.2,
2023-01-29,-1.3,-2.3,-0.2,1.7,,18,15.3,,1014.9,
2023-01-30,-2.8,-5.5,1.2,0,,294,10.2,,1014.1,
2023-01-31,-1.2,-5.2,2,0.2,,186,11.5,,1010,
2023-02-01,-0.4,-1.7,2.4,1.1,,195,7.9,,1010.2,
2023-02-02,0,-2.5,4.5,0.8,,204,14.5,,1011.7,
2023-02-03,-1.1,-4.2,3.5,0.2,,177,12.9,,1014,
2023-02-04,-1,-3.5,1,2.3,,272,10.4,,1013.7,
2023-02-05,-1.7,-3.5,0.5,0,,18,12.1,,1020,
2023-02-06,-2.5,-4.9,-0.7,0,,28,19.9,,1026,
2023-02-07,-4.8,-6.7,-2,0,,31,23.2,,1029.9,
2023-02-08,-6.6,-9.6,-2.4,0,,21,20,,1040,
2023-02-09,-7.1,-10.6,-2.6,0,,344,9.8,,1040.1,
2023-02-10,-3.4,-5.5,1.1,0,,224,9.5,,1035.2,
2023-02-11,-2.7,-7.9,2.2,0,,233,11.8,,1027.8,
2023-02-12,-1.6,-4.1,0.4,1.9,,296,24.8,,1021.1,
2023-02-13,-2.7,-7,0.6,0,,290,17.7,,1026.7,
2023-02-14,0.8,-1.6,3.4,4.6,,303,21.5,,1015.9,
2023-02-15,-0.9,-3,1.7,0.9,,343,21.4,,1021.3,
2023-02-16,-3.6,-6.8,-0.2,0.1,,341,11.1,,1025.7,
2023-02-17,-1.5,-3.5,-0.2,1.6,,124,14,,1020.3,
2023-02-18,0.6,-1.8,4.6,3,,201,18.7,,1010.4,
2023-02-19,2.5,-0.7,7,0,,274,16.1,,1007.3,
2023-02-20,0.9,-1.4,3.6,0,,282,20.3,,1009,
2023-02-21,3.5,0.5,8.1,7.4,,263,28.8,,997.4,
2023-02-22,-1.1,-5.1,2,0.3,,325,19.3,,1011.4,
2023-02-23,-5.6,-8.4,-1.4,0,,334,10.8,,1024.2,
2023-02-24,-2.4,-8.1,3.2,0,,186,19.4,,1021.1,
2023-02-25,4.1,-0.6,9.2,3.2,,185,25.8,,1006.3,
2023-02-26,5.3,2.4,8.1,10.6,,204,11.9,,1008.6,
2023-02-27,4.8,1.9,12.1,5.6,,21,12.1,,1017.7,
2023-02-28,0.2,-2.2,2.8,0.2,,336,16.5,,1025,
2023-03-01,-0.6,-4.6,3.6,0,,294,17.5,,1021.4,
2023-03-02,0.9,-2.9,5.9,0,,294,13.2,,1020.9,
2023-03-03,2.7,-1.6,7.1,0,,242,13.7,,1015.5,
2023-03-04,3.1,-0.9,7.1,0,,243,20.6,,1009.2,
2023-03-05,1.2,-3.5,4.6,0,,274,15.9,,1007.6,
2023-03-06,0.8,-4.2,6.9,0,,223,12.8,,1009.5,
2023-03-07,3.8,-0.1,9,2.8,,191,14.1,,1009.7,
2023-03-08,6.4,0,12.9,0.4,,200,17.3,,1007.9,
2023-03-09,9.2,5.2,14.9,5.2,,196,19.8,,1004.8,
2023-03-10,7.9,2.8,12.1,0,,279,14.5,,1004.8,
2023-03-11,7.1,3,10,6.5,,152,21.3,,1000.7,
2023-03-12,5.2,-1.4,8.8,2.8,,254,23.9,,1001.7,
2023-03-13,1.5,-2,6.3,0,,264,11.1,,1021.8,
2023-03-14,3.6,-1.4,9.5,0,,151,15.8,,1021.7,
2023-03-15,6.9,2.2,11.7,1.3,,134,12.7,,1012.4,
2023-03-16,7.3,5.7,9.5,6.4,,31,7.1,,1009.6,
2023-03-17,7.4,5.9,9.2,0,,353,14.4,,1016.5,
2023-03-18,5.4,4.2,7.9,0,,32,17.2,,1022.9,
2023-03-19,5.2,3.3,8.5,0,,21,13,,1021.8,
2023-03-20,5.3,0.5,10.6,0,,6,8.3,,1018.9,
2023-03-21,5.7,0.3,10.6,0.1,,201,8,,1015.9,
2023-03-22,8.2,2.3,14.6,0.1,,182,8.8,,1016.7,
2023-03-23,9.8,2.4,16,0,,159,7.1,,1017.2,
2023-03-24,10.4,3.8,17.1,0,,228,12.8,,1015.4,
2023-03-25,10.2,6.1,15.7,0,,187,18.4,,1012.5,
2023-03-26,8.7,6.8,11.8,3.1,,197,15.7,,1006.1,
2023-03-27,10,6,15.2,3.7,,240,10.5,,1005.7,
2023-03-28,8.5,4.3,11.1,2.3,,153,24.8,,1000.9,
2023-03-29,2.3,1.1,3.6,0,,289,21.9,,1008.4,
2023-03-30,2,0.3,3.7,0,,314,20.7,,1014.8,
2023-03-31,4.2,-1.7,8.2,0,,253,17.1,,1010.7,
2023-04-01,6.8,4.7,8.8,0.9,,177,21.6,,1010,
2023-04-02,7.2,5.3,9.5,2.4,,132,20.5,,1008.8,
2023-04-03,8,5.6,11.9,9.1,,326,12.3,,1006.9,
2023-04-04,9.4,3.6,13.7,0.8,,143,8.7,,1013.4,
2023-04-05,11.4,7.2,16.7,6,,84,20.7,,1007.6,
2023-04-06,10,7.8,12.4,0.7,,156,14.6,,1010.6,
2023-04-07,8.5,6.4,12.2,4.9,,337,12,,1016.5,
2023-04-08,10.1,4.7,16.5,4.1,,43,10.4,,1018.8,
2023-04-09,9.6,7.1,13.5,7.3,,116,12.8,,1021.6,
2023-04-10,11,7.4,15.8,1.9,,80,15.3,,1020.4,
2023-04-11,11.6,7.9,15.3,4.3,,67,23.4,,1012,
2023-04-12,10.7,9.4,12.4,16.5,,73,16.7,,1003.6,
2023-04-13,11.4,8.8,15.1,1.6,,244,9.8,,1003,
2023-04-14,9.3,7.4,10.3,0.2,,347,13.7,,1008.2,
2023-04-15,7.7,3.5,11.2,0,,93,17.2,,1019.3,
2023-04-16,8.9,4.1,14,0,,109,18.3,,1023.7,
2023-04-17,9.6,4.3,15.4,2.3,,91,20.7,,1021.6,
2023-04-18,11.4,6.9,16.7,0,,93,15.6,,1018,
2023-04-19,11.1,8.5,15.8,6.8,,78,15.2,,1012.6,
2023-04-20,10.5,8.8,12,1.5,,63,16.2,,1007.9,
2023-04-21,10.1,8.3,12.9,0.4,,32,15,,1005.7,
2023-04-22,8.8,5.7,12.3,0.6,,355,14,,1009.9,
2023-04-23,10.1,3.4,16.1,0.6,,353,8.7,,1016.1,
2023-04-24,10.9,5.2,16.7,1.5,,20,7.7,,1015.2,
2023-04-25,12.3,7.9,16.7,0.3,,321,7.5,,1010.3,
2023-04-26,13,7.1,19,0,,167,14.3,,1009.6,
2023-04-27,13.8,10.2,18.6,3.5,,124,9.7,,1008.2,
2023-04-28,11.1,9.3,12.8,14.2,,338,22.1,,1009.9,
2023-04-29,10.1,8.4,12.8,7.1,,7,22.9,,1011.7,
2023-04-30,9.1,7.5,11.7,14.8,,350,13.9,,1009,
2023-05-01,8.6,7.2,11.8,0.4,,344,15,,1014,
2023-05-02,10,5,15.1,0,,12,12.9,,1024.4,
2023-05-03,12.1,5.1,18.8,0,,193,9.4,,1026.6,
2023-05-04,14,6.7,20.4,0,,211,8.5,,1023.9,
2023-05-05,15.3,10.4,20.3,0,,227,8.1,,1018.3,
2023-05-06,13,9.2,17.2,0,,11,20.5,,1018.8,
2023-05-07,9.6,5.1,13.9,0,,44,21.5,,1022.3,
2023-05-08,10.4,7.7,14.5,0,,51,19.2,,1023,
2023-05-09,10,7.1,13.3,0,,50,16.3,,1023.6,
2023-05-10,9.2,5.5,12.1,1.7,,15,12.6,,1022.2,
2023-05-11,10,4.9,15.2,0.1,,337,11.8,,1022.5,
2023-05-12,12.3,5.7,17.9,0,,351,10.6,,1023.3,
2023-05-13,14.2,6.7,19.8,0,,35,10,,1022.9,
2023-05-14,16.3,10,22.3,0.4,,305,9,,1020.9,
2023-05-15,17.7,9.7,23.1,0,,311,7.1,,1018.9,
2023-05-16,17.4,11.3,23.1,0,,88,8.2,,1018.5,
2023-05-17,18.2,13.3,22.8,0,,93,14.3,,1018.8,
2023-05-18,18.7,12.3,24.3,0,,55,15.6,,1017.2,
2023-05-19,19.4,13.5,25.2,0,,42,14.6,,1017.6,
2023-05-20,20.2,13.7,25.7,0,,40,14.3,,1018.4,
2023-05-21,18,14.2,23.7,3.5,,33,17.7,,1016.4,
2023-05-22,16.9,13.6,21.7,1.4,,38,13.7,,1014,
2023-05-23,17.3,13.1,21.5,2.8,,58,8,,1012.3,
2023-05-24,17.7,12.3,22.5,8.7,,58,7.7,,1012.5,
2023-05-25,18.2,14.4,22.7,4.5,,52,6.1,,1013.8,
2023-05-26,18.8,14.6,22.8,5.2,,21,6.6,,1013.7,
2023-05-27,17.8,15.4,21.2,17.8,,12,8.7,,1012.7,
2023-05-28,18,13.4,22.6,9.7,,351,10.6,,1013.8,
2023-05-29,18.7,14.2,23.2,0,,41,18.7,,1014.2,
2023-05-30,17.7,15.8,20.4,5.6,,21,17.2,,1011.2,
2023-05-31,18.1,13.9,22.9,6.2,,15,15,,1013.1,
2023-06-01,18.1,13.7,22.5,0,,23,11.5,,1014.6,
2023-06-02,19.6,13.8,24.5,0,,198,7.9,,1013.3,
2023-06-03,18.7,13.9,25.1,0.1,,247,17.3,,1013.8,
2023-06-04,14.4,10,19,0,,23,18.3,,1021.5,
2023-06-05,15.6,9.6,20.6,0,,22,12.8,,1022.2,
2023-06-06,17.5,11.6,21.9,0,,45,7.7,,1022.8,
2023-06-07,19.3,12.6,23.9,0,,158,7.8,,1021.4,
2023-06-08,20.1,14.5,25.2,0,,167,8.6,,1019.8,
2023-06-09,21.2,13.8,26.9,0,,86,12.5,,1016.2,
2023-06-10,21.8,15.8,27.1,0,,67,14.2,,1011.1,
2023-06-11,18.4,15.2,20.5,9.4,,46,21.6,,1008.9,
2023-06-12,16.3,13.4,20.7,7.1,,55,23.6,,1010.3,
2023-06-13,18.1,12.5,23.2,0,,36,14.2,,1011.7,
2023-06-14,18.5,15.2,22.5,0,,23,14.1,,1011.1,
2023-06-15,19.4,14.7,24.4,0.7,,341,11.2,,1010.9,
2023-06-16,20.7,15.8,25.4,0.1,,3,13,,1010.2,
2023-06-17,21.2,15.9,26.4,0,,21,14.3,,1008,
2023-06-18,22.2,16.8,27.6,0,,42,15.9,,1010.3,
2023-06-19,20.9,15.6,25.7,0,,58,13.3,,1013.5,
2023-06-20,21.3,14.4,26.7,0,,48,8.4,,1014.2,
2023-06-21,21.3,17.6,25.4,0.2,,331,9.4,,1014.7,
2023-06-22,21.4,16.3,26.5,0,,70,9.9,,1019,
2023-06-23,22.8,16.5,27.9,0.1,,207,15.8,,1017.1,
